species_raw
Abeillia abeillei
Eugenes fulgens
Eugenes spectabilis
Eugerygone rubra
Eugralla paradoxa
Eulacestoma nigropectus
Eulampis holosericeus
Eulampis jugularis
Eulidia yarrellii
Eulipoa wallacei
Eumomota superciliosa
Eumyias additus
Eumyias albicaudatus
Eumyias hoevelli
Eumyias hyacinthinus
Eumyias indigo
Eumyias oscillans
Eumyias panayensis
Eumyias sanfordi
Eumyias sordidus
Eumyias stresemanni
Eumyias thalassinus
Euneornis campestris
Eunymphicus cornutus
Eunymphicus uvaeensis
Euodice cantans
Euodice malabarica
Eupetes macrocerus
Eupetomena cirrochloris
Eupetomena macroura
Euphagus carolinus
Euphagus cyanocephalus
Eupherusa cyanophrys
Eupherusa eximia
Eupherusa nigriventris
Eupherusa poliocerca
Eupherusa ridgwayi
Euphonia affinis
Euphonia anneae
Euphonia cayennensis
Euphonia chalybea
Euphonia chlorotica
Euphonia chrysopasta
Euphonia concinna
Euphonia finschi
Euphonia fulvicrissa
Euphonia godmani
Euphonia gouldi
Euphonia hirundinacea
Euphonia imitans
Euphonia jamaica
Euphonia laniirostris
Euphonia luteicapilla
Euphonia mesochrysa
Euphonia minuta
Euphonia pectoralis
Euphonia plumbea
Euphonia rufiventris
Euphonia saturata
Euphonia trinitatis
Euphonia violacea
Euphonia xanthogaster
Euplectes afer
Euplectes albonotatus
Euplectes ardens
Euplectes aureus
Euplectes axillaris
Euplectes capensis
Euplectes diadematus
Euplectes franciscanus
Euplectes gierowii
Euplectes hartlaubi
Euplectes hordeaceus
Euplectes jacksoni
Euplectes laticauda
Euplectes macroura
Euplectes nigroventris
Euplectes orix
Euplectes progne
Euplectes psammacromius
Eupodotis caerulescens
Eupodotis senegalensis
Eupsittula aurea
Eupsittula cactorum
Eupsittula canicularis
Eupsittula nana
Eupsittula pertinax
Euptilotis neoxenus
Eurillas ansorgei
Eurillas curvirostris
Eurillas gracilis
Eurillas latirostris
Eurillas virens
Eurocephalus anguitimens
Eurocephalus ruppelli
Eurostopodus archboldi
Eurostopodus argus
Eurostopodus diabolicus
Eurostopodus exul
Eurostopodus mystacalis
Eurostopodus nigripennis
Eurostopodus papuensis
Euryceros prevostii
Eurylaimus javanicus
Eurylaimus ochromalus
Euryptila subcinnamomea
Eurypyga helias
Eurystomus azureus
Eurystomus glaucurus
Eurystomus gularis
Eurystomus orientalis
Euscarthmus fulviceps
Euscarthmus meloryphus
Euscarthmus rufomarginatus
Euschistospiza cinereovinacea
Euschistospiza dybowskii
Eutoxeres aquila
Eutoxeres condamini
Eutrichomyias rowleyi
Eutriorchis astur
Falcipennis falcipennis
Falco alopex
Falco amurensis
Falco araeus
Falco ardosiaceus
Falco berigora
Falco biarmicus
Falco cenchroides
Falco cherrug
Falco chicquera
Falco columbarius
Falco concolor
Falco cuvierii
Falco deiroleucus
Falco dickinsoni
Falco eleonorae
Falco fasciinucha
Falco femoralis
Falco hypoleucos
Falco jugger
Falco longipennis
Falco mexicanus
Falco moluccensis
Falco naumanni
Falco newtoni
Falco novaeseelandiae
Falco peregrinus
Falco punctatus
Falco rufigularis
Falco rupicoloides
Falco rupicolus
Falco rusticolus
Falco severus
Falco sparverius
Falco subbuteo
Falco subniger
Falco tinnunculus
Falco vespertinus
Falco zoniventris
Falculea palliata
Falcunculus frontatus
Falcunculus leucogaster
Falcunculus whitei
Ferminia cerverai
Ficedula albicilla
Ficedula albicollis
Ficedula basilanica
Ficedula bonthaina
Ficedula buruensis
Ficedula crypta
Ficedula disposita
Ficedula dumetoria
Ficedula elisae
Ficedula erithacus
Ficedula harterti
Ficedula henrici
Ficedula hodgsoni
Ficedula hyperythra
Ficedula hypoleuca
Ficedula luzoniensis
Ficedula mugimaki
Ficedula narcissina
Ficedula nigrorufa
Ficedula owstoni
Ficedula parva
Ficedula platenae
Ficedula riedeli
Ficedula ruficauda
Ficedula rufigula
Ficedula sapphira
Ficedula semitorquata
Ficedula speculigera
Ficedula strophiata
Ficedula subrubra
Ficedula superciliaris
Ficedula timorensis
Ficedula tricolor
Ficedula westermanni
Ficedula zanthopygia
Florisuga fusca
Florisuga mellivora
Fluvicola albiventer
Fluvicola nengeta
Fluvicola pica
Formicarius analis
Formicarius colma
Formicarius moniliger
Formicarius nigricapillus
Formicarius rufifrons
Formicarius rufipectus
Formicivora acutirostris
Formicivora erythronotos
Formicivora grantsaui
Formicivora grisea
Formicivora iheringi
Formicivora intermedia
Formicivora melanogaster
Formicivora rufa
Formicivora serrana
Forpus coelestis
Forpus conspicillatus
Forpus crassirostris
Forpus cyanopygius
Forpus modestus
Forpus passerinus
Forpus spengeli
Forpus xanthops
Forpus xanthopterygius
Foudia aldabrana
Foudia eminentissima
Foudia flavicans
Foudia madagascariensis
Foudia omissa
Foudia rubra
Foudia sechellarum
Foulehaio carunculatus
Foulehaio procerior
Foulehaio taviunensis
Francolinus francolinus
Francolinus pictus
Francolinus pintadeanus
Fraseria caerulescens
Fraseria cinerascens
Fraseria griseigularis
Fraseria lendu
Fraseria ocreata
Fraseria olivascens
Fraseria plumbea
Fraseria tessmanni
Fratercula arctica
Fratercula cirrhata
Fratercula corniculata
Frederickena fulva
Frederickena unduliger
Frederickena viridis
Fregata andrewsi
Fregata aquila
Fregata ariel
Fregata magnificens
Fregata minor
Fregetta grallaria
Fregetta lineata
Fregetta maoriana
Fregetta tropica
Fringilla canariensis
Fringilla coelebs
Fringilla maderensis
Fringilla montifringilla
Fringilla moreletti
Fringilla polatzeki
Fringilla spodiogenys
Fringilla teydea
Fulica alai
Fulica americana
Fulica ardesiaca
Fulica armillata
Fulica atra
Fulica cornuta
Fulica cristata
Fulica gigantea
Fulica leucoptera
Fulica rufifrons
Fulmarus glacialis
Fulmarus glacialoides
Fulvetta cinereiceps
Fulvetta danisi
Fulvetta formosana
Fulvetta ludlowi
Fulvetta manipurensis
Fulvetta ruficapilla
Fulvetta striaticollis
Fulvetta vinipectus
Furnarius cinnamomeus
Furnarius cristatus
Furnarius figulus
Furnarius leucopus
Furnarius longirostris
Furnarius minor
Furnarius rufus
Furnarius torridus
Gactornis enarratus
Galbalcyrhynchus leucotis
Galbalcyrhynchus purusianus
Galbula albirostris
Galbula chalcothorax
Galbula cyanescens
Galbula cyanicollis
Galbula dea
Galbula galbula
Galbula leucogastra
Galbula pastazae
Galbula ruficauda
Galbula tombacea
Galerida cristata
Galerida deva
Galerida magnirostris
Galerida malabarica
Galerida modesta
Galerida theklae
Gallicolumba crinigera
Gallicolumba keayi
Gallicolumba luzonica
Gallicolumba menagei
Gallicolumba platenae
Gallicolumba rufigula
Gallicolumba tristigmata
Gallicrex cinerea
Gallinago andina
Gallinago delicata
Gallinago gallinago
Gallinago hardwickii
Gallinago imperialis
Gallinago jamesoni
Gallinago macrodactyla
Gallinago magellanica
Gallinago media
Gallinago megala
Gallinago nemoricola
Gallinago nigripennis
Gallinago nobilis
Gallinago paraguaiae
Gallinago solitaria
Gallinago stenura
Gallinago stricklandii
Gallinago undulata
Gallinula chloropus
Gallinula comeri
Gallinula galeata
Gallinula pacifica
Gallinula silvestris
Gallinula tenebrosa
Gallirallus australis
Gallirallus calayanensis
Gallirallus castaneoventris
Gallirallus insignis
Gallirallus lafresnayanus
Gallirallus okinawae
Gallirallus owstoni
Gallirallus philippensis
Gallirallus rovianae
Gallirallus sylvestris
Gallirallus torquatus
Gallirallus wallacii
Gallirallus woodfordi
Gallirex johnstoni
Gallirex porphyreolophus
Galloperdix bicalcarata
Galloperdix lunulata
Galloperdix spadicea
Gallus gallus
Gallus lafayettii
Gallus sonneratii
Gallus varius
Gampsonyx swainsonii
Gampsorhynchus rufulus
Gampsorhynchus torquatus
Garritornis isidorei
Garrodia nereis
Garrulax annamensis
Garrulax bicolor
Garrulax canorus
Garrulax castanotis
Garrulax ferrarius
Garrulax leucolophus
Garrulax maesi
Garrulax merulinus
Garrulax milleti
Garrulax monileger
Garrulax palliatus
Garrulax rufifrons
Garrulax strepitans
Garrulax taewanus
Garrulus glandarius
Garrulus lanceolatus
Garrulus lidthi
Gavia adamsii
Gavia arctica
Gavia immer
Gavia pacifica
Gavia stellata
Gavicalis fasciogularis
Gavicalis versicolor
Gavicalis virescens
Gecinulus grantia
Gecinulus rafflesii
Gecinulus viridis
Gelochelidon macrotarsa
Gelochelidon nilotica
Geobiastes squamiger
Geocerthia serrana
Geococcyx californianus
Geococcyx velox
Geocolaptes olivaceus
Geoffroyus geoffroyi
Geoffroyus heteroclitus
Geoffroyus simplex
Geokichla camaronensis
Geokichla cinerea
Geokichla citrina
Geokichla crossleyi
Geokichla dohertyi
Geokichla dumasi
Geokichla erythronota
Geokichla gurneyi
Geokichla guttata
Geokichla interpres
Geokichla joiceyi
Geokichla leucolaema
Geokichla mendeni
Geokichla oberlaenderi
Geokichla peronii
Geokichla piaggiae
Geokichla princei
Geokichla schistacea
Geokichla sibirica
Geokichla spiloptera
Geokichla wardii
Geopelia cuneata
Geopelia humeralis
Geopelia maugeus
Geopelia placida
Geopelia striata
Geophaps plumifera
Geophaps scripta
Geophaps smithii
Geositta antarctica
Geositta crassirostris
Geositta cunicularia
Geositta isabellina
Geositta maritima
Geositta peruviana
Geositta poeciloptera
Geositta punensis
Geositta rufipennis
Geositta saxicolina
Geositta tenuirostris
Geospiza acutirostris
Geospiza conirostris
Geospiza difficilis
Geospiza fortis
Geospiza fuliginosa
Geospiza magnirostris
Geospiza propinqua
Geospiza scandens
Geospiza septentrionalis
Geospizopsis plebejus
Geospizopsis unicolor
Geothlypis aequinoctialis
Geothlypis auricularis
Geothlypis beldingi
Geothlypis flavovelata
Geothlypis formosa
Geothlypis nelsoni
Geothlypis philadelphia
Geothlypis poliocephala
Geothlypis rostrata
Geothlypis semiflava
Geothlypis speciosa
Geothlypis tolmiei
Geothlypis trichas
Geothlypis velata
Geotrygon caniceps
Geotrygon chrysia
Geotrygon leucometopia
Geotrygon montana
Geotrygon mystacea
Geotrygon purpurata
Geotrygon saphirina
Geotrygon versicolor
Geotrygon violacea
Geranoaetus albicaudatus
Geranoaetus melanoleucus
Geranoaetus polyosoma
Geranospiza caerulescens
Geronticus calvus
Geronticus eremita
Gerygone albofrontata
Gerygone chloronota
Gerygone chrysogaster
Gerygone citrina
Gerygone dorsalis
Gerygone flavolateralis
Gerygone fusca
Gerygone hypoxantha
Gerygone igata
Gerygone inornata
Gerygone levigaster
Gerygone magnirostris
Gerygone modesta
Gerygone mouki
Gerygone olivacea
Gerygone palpebrosa
Gerygone ruficollis
Gerygone sulphurea
Gerygone tenebrosa
Glareola cinerea
Glareola isabella
Glareola lactea
Glareola maldivarum
Glareola nordmanni
Glareola nuchalis
Glareola ocularis
Glareola pratincola
Glaucestrilda caerulescens
Glaucestrilda perreini
Glaucestrilda thomensis
Glaucidium albertinum
Glaucidium bolivianum
Glaucidium brasilianum
Glaucidium capense
Glaucidium castanopterum
Glaucidium castanotum
Glaucidium costaricanum
Glaucidium cuculoides
Glaucidium gnoma
Glaucidium griseiceps
Glaucidium hardyi
Glaucidium jardinii
Glaucidium minutissimum
Glaucidium mooreorum
Glaucidium nana
Glaucidium nubicola
Glaucidium palmarum
Glaucidium parkeri
Glaucidium passerinum
Glaucidium perlatum
Glaucidium peruanum
Glaucidium radiatum
Glaucidium sanchezi
Glaucidium siju
Glaucidium sjostedti
Glaucidium tephronotum
Glaucis aeneus
Glaucis dohrnii
Glaucis hirsutus
Gliciphila melanops
Gliciphila notabilis
Gliciphila undulata
Glossoptilus goldiei
Glycichaera fallax
Glyphorynchus spirurus
Gnorimopsar chopi
Goldmania bella
Goldmania violiceps
Goodfellowia miranda
Gorsachius goisagi
Gorsachius melanolophus
Goura cristata
Goura scheepmakeri
Goura sclaterii
Goura victoria
Gracula indica
Gracula ptilogenys
Gracula religiosa
Gracula venerata
Gracupica contra
Gracupica floweri
Gracupica jalla
Gracupica nigricollis
Grafisia torquata
Grallaria albigula
Grallaria alleni
Grallaria alticola
Grallaria alvarezi
Grallaria andicolus
Grallaria atuensis
Grallaria ayacuchensis
Grallaria bangsi
Grallaria blakei
Grallaria cajamarcae
Grallaria capitalis
Grallaria carrikeri
Grallaria centralis
Grallaria chthonia
Grallaria cochabambae
Grallaria dignissima
Grallaria eludens
Grallaria erythroleuca
Grallaria erythrotis
Grallaria excelsa
Grallaria flavotincta
Grallaria gigantea
Grallaria gravesi
Grallaria griseonucha
Grallaria guatimalensis
Grallaria haplonota
Grallaria hypoleuca
Grallaria kaestneri
Grallaria milleri
Grallaria nuchalis
Grallaria obscura
Grallaria occabambae
Grallaria oneilli
Grallaria przewalskii
Grallaria quitensis
Grallaria ridgelyi
Grallaria ruficapilla
Grallaria rufocinerea
Grallaria rufula
Grallaria saltuensis
Grallaria saturata
Grallaria sinaensis
Grallaria spatiator
Grallaria squamigera
Grallaria urraoensis
Grallaria varia
Grallaria watkinsi
Grallaricula cucullata
Grallaricula cumanensis
Grallaricula ferrugineipectus
Grallaricula flavirostris
Grallaricula leymebambae
Grallaricula lineifrons
Grallaricula loricata
Grallaricula nana
Grallaricula ochraceifrons
Grallaricula peruviana
Grallina bruijnii
Grallina cyanoleuca
Graminicola bengalensis
Graminicola striatus
Grammatoptila striata
Granatellus paraensis
Granatellus pelzelni
Granatellus sallaei
Granatellus venustus
Granatina granatina
Granatina ianthinogaster
Grandala coelicolor
Grantiella picta
Graueria vittata
Graydidascalus brachyurus
Grus americana
Grus carunculatus
Grus grus
Grus japonensis
Grus monacha
Grus nigricollis
Grus paradiseus
Grus virgo
Guadalcanaria inexpectata
Guaruba guarouba
Gubernatrix cristata
Gubernetes yetapa
Guira guira
Gulosus aristotelis
Guttera edouardi
Guttera plumifera
Guttera pucherani
Guttera verreauxi
Guyramemua affine
Gygis alba
Gygis candida
Gygis microrhyncha
Gymnasio nudipes
Gymnobucco bonapartei
Gymnobucco calvus
Gymnobucco peli
Gymnobucco sladeni
Gymnocichla nudiceps
Gymnocrex plumbeiventris
Gymnocrex rosenbergii
Gymnocrex talaudensis
Gymnoderus foetidus
Gymnogyps californianus
Gymnomystax mexicanus
Gymnomyza aubryana
Gymnomyza brunneirostris
Gymnomyza samoensis
Gymnomyza viridis
Gymnophaps albertisii
Gymnophaps mada
Gymnophaps solomonensis
Gymnophaps stalkeri
Gymnopithys bicolor
Gymnopithys leucaspis
Gymnopithys rufigula
Gymnorhina tibicen
Gymnorhinus cyanocephalus
Gymnoris dentata
Gymnoris pyrgita
Gymnoris superciliaris
Gymnoris xanthocollis
Gypaetus barbatus
Gypohierax angolensis
Gyps africanus
Gyps bengalensis
Gyps coprotheres
Gyps fulvus
Gyps himalayensis
Gyps indicus
Gyps rueppelli
Gyps tenuirostris
Gypsophila annamensis
Gypsophila brevicaudata
Gypsophila calcicola
Gypsophila crassa
Gypsophila crispifrons
Gypsophila rufipectus
Habia rubica
Haematoderus militaris
Haematopus ater
Haematopus bachmani
Haematopus chathamensis
Haematopus finschi
Haematopus fuliginosus
Haematopus leucopodus
Haematopus longirostris
Haematopus moquini
Haematopus ostralegus
Haematopus palliatus
Haematopus unicolor
Haematortyx sanguiniceps
Haemorhous cassinii
Haemorhous mexicanus
Haemorhous purpureus
Hafferia fortis
Hafferia immaculata
Hafferia zeledoni
Halcyon albiventris
Halcyon badia
Halcyon chelicuti
Halcyon coromanda
Halcyon cyanoventris
Halcyon gularis
Halcyon leucocephala
Halcyon malimbica
Halcyon pileata
Halcyon senegalensis
Halcyon senegaloides
Halcyon smyrnensis
Haliaeetus albicilla
Haliaeetus leucocephalus
Haliaeetus leucoryphus
Haliaeetus pelagicus
Haliastur indus
Haliastur sphenurus
Halobaena caerulea
Hamirostra melanosternon
Hapalopsittaca amazonina
Hapalopsittaca fuertesi
Hapalopsittaca melanotis
Hapalopsittaca pyrrhops
Hapaloptila castanea
Haplophaedia assimilis
Haplophaedia aureliae
Haplophaedia lugens
Haplospiza rustica
Haplospiza unicolor
Harpactes ardens
Harpactes diardii
Harpactes duvaucelii
Harpactes erythrocephalus
Harpactes fasciatus
Harpactes kasumba
Harpactes oreskios
Harpactes orrhophaeus
Harpactes wardi
Harpactes whiteheadi
Harpagus bidentatus
Harpagus diodon
Harpia harpyja
Harpyopsis novaeguineae
Hartertula flavoviridis
Hartlaubius auratus
Hedydipna collaris
Hedydipna metallica
Hedydipna pallidigaster
Hedydipna platura
Heinrichia calligyna
Heleia crassirostris
Heleia dohertyi
Heleia goodfellowi
Heleia javanica
Heleia muelleri
Heleia pinaiae
Heleia squamiceps
Heleia squamifrons
Heleia superciliaris
Heleia wallacei
Heliactin bilophus
Heliangelus amethysticollis
Heliangelus clarisse
Heliangelus exortis
Heliangelus mavors
Heliangelus micraster
Heliangelus regalis
Heliangelus spencei
Heliangelus strophianus
Heliangelus viola
Helicolestes hamatus
Heliobletus contaminatus
Heliodoxa aurescens
Heliodoxa branickii
Heliodoxa gularis
Heliodoxa imperatrix
Heliodoxa jacula
Heliodoxa leadbeateri
Heliodoxa rubinoides
Heliodoxa rubricauda
Heliodoxa schreibersii
Heliodoxa xanthogonys
Heliomaster constantii
Heliomaster furcifer
Heliomaster longirostris
Heliomaster squamosus
Heliopais personatus
Heliornis fulica
Heliothraupis oneilli
Heliothryx auritus
Heliothryx barroti
Hellmayrea gularis
Helmitheros vermivorum
Helopsaltes amnicola
Helopsaltes certhiola
Helopsaltes fasciolatus
Helopsaltes ochotensis
Helopsaltes pleskei
Helopsaltes pryeri
Hemicircus canente
Hemicircus concretus
Hemignathus wilsoni
Hemimacronyx chloris
Hemiphaga chathamensis
Hemiphaga novaeseelandiae
Hemiprocne comata
Hemiprocne coronata
Hemiprocne longipennis
Hemiprocne mystacea
Hemipus hirundinaceus
Hemipus picatus
Hemitesia neumanni
Hemitesia pallidipes
Hemithraupis flavicollis
Hemithraupis guira
Hemithraupis ruficapilla
Hemitriccus cinnamomeipectus
Hemitriccus cohnhafti
Hemitriccus diops
Hemitriccus flammulatus
Hemitriccus furcatus
Hemitriccus granadensis
Hemitriccus griseipectus
Hemitriccus inornatus
Hemitriccus iohannis
Hemitriccus josephinae
Hemitriccus kaempferi
Hemitriccus margaritaceiventer
Hemitriccus minimus
Hemitriccus minor
Hemitriccus mirandae
Hemitriccus nidipendulus
Hemitriccus obsoletus
Hemitriccus orbitatus
Hemitriccus rufigularis
Hemitriccus spodiops
Hemitriccus striaticollis
Hemitriccus zosterops
Hemixos castanonotus
Hemixos cinereus
Hemixos flavala
Henicopernis infuscatus
Henicopernis longicauda
Henicophaps albifrons
Henicophaps foersteri
Henicorhina anachoreta
Henicorhina leucophrys
Henicorhina leucoptera
Henicorhina leucosticta
Henicorhina negreti
Herpetotheres cachinnans
Herpsilochmus atricapillus
Herpsilochmus axillaris
Herpsilochmus dorsimaculatus
Herpsilochmus dugandi
Herpsilochmus frater
Herpsilochmus gentryi
Herpsilochmus longirostris
Herpsilochmus motacilloides
Herpsilochmus parkeri
Herpsilochmus pectoralis
Herpsilochmus pileatus
Herpsilochmus praedictus
Herpsilochmus roraimae
Herpsilochmus rufimarginatus
Herpsilochmus stictocephalus
Herpsilochmus sticturus
Herpsilochmus stotzi
Hesperiphona abeillei
Hesperiphona vespertina
Hesperoburhinus bistriatus
Hesperoburhinus superciliaris
Heterocercus aurantiivertex
Heterocercus flavivertex
Heterocercus linteatus
Heteromirafra archeri
Heteromirafra ruddi
Heteromunia pectoralis
Heteromyias albispecularis
Heteromyias armiti
Heteromyias cinereifrons
Heteronetta atricapilla
Heterophasia auricularis
Heterophasia capistrata
Heterophasia desgodinsi
Heterophasia gracilis
Heterophasia melanoleuca
Heterophasia picaoides
Heterophasia pulchella
Heteroscenes pallidus
Heterospingus rubrifrons
Heterospingus xanthopygius
Heterotetrax humilis
Heterotetrax rueppelii
Heterotetrax vigorsii
Heteroxenicus stellatus
Heteroxolmis dominicana
Hieraaetus ayresii
Hieraaetus morphnoides
Hieraaetus pennatus
Hieraaetus wahlbergi
Hieraaetus weiskei
Hierococcyx bocki
Hierococcyx fugax
Hierococcyx hyperythrus
Hierococcyx nisicolor
Hierococcyx pectoralis
Hierococcyx sparverioides
Hierococcyx vagans
Hierococcyx varius
Himantopus himantopus
Himantopus leucocephalus
Himantopus mexicanus
Himantopus novaezelandiae
